fdcId,identifier,identifierType,foodType,foodDescription,value,foodWeight,valueUnit,foodMeasure,measureValue
746778,1079,NDB #,Foundation,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",126,245,g,"1 cup",309
746771,9202,NDB #,Foundation,"Oranges, raw, navels",43.0,140,g,"1 each,  2-7/8 dia",60.2
746771,9202,NDB #,Foundation,"Oranges, raw, navels",43.0,165,g,"1 cup, sections no membranes",71.0
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",8.00,148,g,"1 each, small",11.8
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",8.00,230,g,"1 each, large",18.4
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",8.00,178,g,"1 each, medium",14.2
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",8.00,140,g,"1 cup, slices",11.2
746772,1082,NDB #,Foundation,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",126,246,g,"1 cup",310
746774,36622,NDB #,Foundation,"Restaurant, Chinese, sweet and sour pork",46.0,41.7999999999999971578290569595992565155029296875,g,"3 pieces",19.2
746774,36622,NDB #,Foundation,"Restaurant, Chinese, sweet and sour pork",46.0,611,g,"1 order",281
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.00,55,g,"1 wedge, small (1/8 of small melon)",4.95
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.00,552,g,"1 each, medium (about 5 dia)",49.7
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.00,156,g,"1 cup, diced",14.0
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.00,138,g,"10 pieces, balls",12.4
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.00,160,g,"1 cup, cubes",14.4
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.00,814,g,"1 each, large (about 6-1/2 dia)",73.3
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.00,441,g,"1 each, small (about 4-1/4 dia)",39.7
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.00,102,g,"1 wedge, large (1/8 of large melon)",9.18
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",9.00,69,g,"1 wedge, medium (1/8 of medium melon)",6.21
746766,1036,NDB #,Foundation,"Cheese, ricotta, whole milk",224,129,g,"0.5 cup",289
746766,1036,NDB #,Foundation,"Cheese, ricotta, whole milk",224,258,g,"1 cup",578
746766,1036,NDB #,Foundation,"Cheese, ricotta, whole milk",224,64.599999999999994315658113919198513031005859375,g,"0.2 cup",145
746768,9094,NDB #,Foundation,"Figs, dried, uncooked",162,149,g,"1 cup",241
746768,9094,NDB #,Foundation,"Figs, dried, uncooked",162,8.4000000000000003552713678800500929355621337890625,g,"1 each",13.6
746765,1227,NDB #,Foundation,"Cheese, dry white, queso seco",661,97.2999999999999971578290569595992565155029296875,g,"1 cup, grated",643
746767,1040,NDB #,Foundation,"Cheese, swiss",890,10.9000000000000003552713678800500929355621337890625,g,"1 slice, thin",97.0
746767,1040,NDB #,Foundation,"Cheese, swiss",890,21.89999999999999857891452847979962825775146484375,g,"1 slice, regular",195
746769,11251,NDB #,Foundation,"Lettuce, cos or romaine, raw",35.0,581,g,"1 bunch",203
746762,13468,NDB #,Foundation,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8 fat, select, raw",19.0,525,g,"1 steak, raw",99.8
746759,23385,NDB #,Foundation,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8 fat, choice, raw",15.0,284,g,"1 steak, raw",42.6
746764,11130,NDB #,Foundation,"Carrots, frozen, unprepared",33.0,100,g,"100 g",33.0
746760,23362,NDB #,Foundation,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0 fat, select, raw",13.0,690,g,"1 roast, raw",89.7
746763,13236,NDB #,Foundation,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8 fat, choice, cooked, grilled",19.0,360,g,"1 steak, cooked",68.4
746761,23359,NDB #,Foundation,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0 fat, select, raw",13.0,788,g,"1 roast, raw",102
746758,23377,NDB #,Foundation,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0 fat, select, cooked, roasted",13.0,462,g,"1 roast, cooked",60.1
335240,18075,NDB #,Foundation,"Bread, whole-wheat, commercially prepared",163,32.10000000000000142108547152020037174224853515625,g,"1 slice",52.3
334720,36408,NDB #,Foundation,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",51.0,126,g,"1 piece",64.3
334628,36412,NDB #,Foundation,"Restaurant, Latino, tamale, pork",75.0,142,g,"1 piece",106
334536,36602,NDB #,Foundation,"Restaurant, Chinese, fried rice, without meat",11.0,133,g,"1 cup",14.6
334194,15121,NDB #,Foundation,"Fish, tuna, light, canned in water, drained solids",18.0,107,g,"1 can, drained solids",19.3
334194,15121,NDB #,Foundation,"Fish, tuna, light, canned in water, drained solids",18.0,142,g,"1 can, total can contents",25.6
333476,15066,NDB #,Foundation,"Fish, pollock, raw",15.0,177,g,"1 fillet",26.6
333374,15033,NDB #,Foundation,"Fish, haddock, raw",11.0,176,g,"1 fillet",19.4
333281,100193,NDB #,Foundation,"Tomatoes, canned, red, ripe, diced",30.0,245,g,"1 cup",73.5
333008,100192,NDB #,Foundation,"Cookies, oatmeal, soft, with raisins",29.0,27,g,"1 cookie",7.83
332791,9533,NDB #,Foundation,"Olives, green, Manzanilla, stuffed with pimiento",121,3.20000000000000017763568394002504646778106689453125,g,"1 olive",3.87
332397,7028,NDB #,Foundation,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",5.00,13.5,g,"1 slice",0.675
332282,6931,NDB #,Foundation,"Sauce, pasta, spaghetti/marinara, ready-to-serve",27.0,135,g,"1 serving, 1/2 cup",36.4
331960,5746,NDB #,Foundation,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",6.00,174,g,"1 piece",10.4
331897,5671,NDB #,Foundation,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",12.0,94.7000000000000028421709430404007434844970703125,g,"1 drumstick, without skin",11.4
331897,5671,NDB #,Foundation,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",12.0,104,g,"1 drumstick, with skin",12.5
330458,4047,NDB #,Foundation,"Oil, coconut",1.00,11.5999999999999996447286321199499070644378662109375,g,"1 tablespoon, liquid oil",0.116
330415,1285,NDB #,Foundation,"Yogurt, Greek, strawberry, nonfat",97.0,150,g,"1 container, 5.3 oz",146
330137,1256,NDB #,Foundation,"Yogurt, Greek, plain, nonfat",111,156,g,"1 container",173
329716,1137,NDB #,Foundation,"Egg, yolk, dried",270,28.39999999999999857891452847979962825775146484375,g,"1 oz",76.7
329716,1137,NDB #,Foundation,"Egg, yolk, dried",270,67,g,"1 cup, sifted",181
329716,1137,NDB #,Foundation,"Egg, yolk, dried",270,4,g,"1 tablespoon",10.8
329596,1126,NDB #,Foundation,"Egg, yolk, raw, frozen, pasteurized",119,28.39999999999999857891452847979962825775146484375,g,"1 oz",33.8
329370,1029,NDB #,Foundation,"Cheese, mozzarella, low moisture, part-skim",693,86.2000000000000028421709430404007434844970703125,g,"1 cup",597
329490,1133,NDB #,Foundation,"Egg, whole, dried",220,28.39999999999999857891452847979962825775146484375,g,"1 oz",62.5
329490,1133,NDB #,Foundation,"Egg, whole, dried",220,5,g,"1 tablespoon",11.0
329490,1133,NDB #,Foundation,"Egg, whole, dried",220,85,g,"1 cup, sifted",187
328841,1015,NDB #,Foundation,"Cheese, cottage, lowfat, 2% milkfat",103,220,g,"1 cup",227
328637,1009,NDB #,Foundation,"Cheese, cheddar",707,105,g,"1 cup",742
328637,1009,NDB #,Foundation,"Cheese, cheddar",707,17,g,"1 slice",120
327357,9191,NDB #,Foundation,"Nectarines, raw",2.00,143,g,"1 cup,  slices",2.86
327357,9191,NDB #,Foundation,"Nectarines, raw",2.00,140,g,"1 serving, NLEA",2.80
327357,9191,NDB #,Foundation,"Nectarines, raw",2.00,142,g,"1 each,  2-1/2 dia",2.84
327357,9191,NDB #,Foundation,"Nectarines, raw",2.00,156,g,"1 each, 2-3/4 dia",3.12
327357,9191,NDB #,Foundation,"Nectarines, raw",2.00,129,g,"1 each, 2-1/3 dia",2.58
327046,9148,NDB #,Foundation,"Kiwifruit, green, raw",35.0,100,g,"100 g",35.0
326698,2046,NDB #,Foundation,"Mustard, prepared, yellow",63.0,6,g,"1 teaspoon",3.78
326698,2046,NDB #,Foundation,"Mustard, prepared, yellow",63.0,249,g,"1 cup",157
326196,11236,NDB #,Foundation,"Kale, frozen, cooked, boiled, drained, without salt",150,118,g,"1 cup, cooked",177
325871,18069,NDB #,Foundation,"Bread, white, commercially prepared",211,27.300000000000000710542735760100185871124267578125,g,"1 slice",57.6
325524,12537,NDB #,Foundation,"Seeds, sunflower seed kernels, dry roasted, with salt added",78.0,127,g,"1 cup",99.1
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.00,147,g,"1 serving, NLEA ",5.88
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.00,161,g,"1 fruit, medium (2-2/3 dia)",6.44
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.00,225,g,"1 fruit, extra large (3 dia)",9.00
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.00,173,g,"1 fruit, large (2-3/4 dia)",6.92
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.00,154,g,"1 cup, slices with skin",6.16
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",4.00,147,g,"1 fruit, small (2-1/2 dia)",5.88
325287,9123,NDB #,Foundation,"Grapefruit juice, white, canned or bottled, unsweetened",16.0,257,g,"1 cup",41.1
325198,1042,NDB #,Foundation,"Cheese, pasteurized process, American, vitamin D fortified",866,20.60000000000000142108547152020037174224853515625,g,"1 slice",178
325036,1032,NDB #,Foundation,"Cheese, parmesan, grated",884,7.5999999999999996447286321199499070644378662109375,g,"1 tablespoon",67.2
324653,11937,NDB #,Foundation,"Pickles, cucumber, dill or kosher dill",54.0,40.39999999999999857891452847979962825775146484375,g,"1 spear",21.8
324317,11296,NDB #,Foundation,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",28.0,20.199999999999999289457264239899814128875732421875,g,"1 piece",5.66
323793,1173,NDB #,Foundation,"Egg, white, dried",104,107,g,"1 cup, sifted",111
323793,1173,NDB #,Foundation,"Egg, white, dried",104,7,g,"1 tablespoon",7.28
323604,1171,NDB #,Foundation,"Egg, whole, raw, frozen, pasteurized",55.0,28.39999999999999857891452847979962825775146484375,g,"1 oz",15.6
323697,1172,NDB #,Foundation,"Egg, white, raw, frozen, pasteurized",9.00,28.39999999999999857891452847979962825775146484375,g,"1 oz",2.56
323505,11233,NDB #,Foundation,"Kale, raw",254,20.60000000000000142108547152020037174224853515625,g,"1 cup, pieces of ~1",52.3
323294,12563,NDB #,Foundation,"Nuts, almonds, dry roasted, with salt added",273,135,g,"1 cup, whole",369
323121,7022,NDB #,Foundation,"Frankfurter, beef, unheated",15.0,48.60000000000000142108547152020037174224853515625,g,"1 piece",7.29
321611,11056,NDB #,Foundation,"Beans, snap, green, canned, regular pack, drained solids",36.0,129,g,"1 cup, drained",46.4
321360,100147,NDB #,Foundation,"Tomatoes, grape, raw",11.0,152,g,"1 cup",16.7
321360,100147,NDB #,Foundation,"Tomatoes, grape, raw",11.0,49.7000000000000028421709430404007434844970703125,g,"5 tomatoes",5.47
321358,16158,NDB #,Foundation,"Hummus, commercial",41.0,33.89999999999999857891452847979962825775146484375,g,"2 tablespoon",13.9
